Tissue,Species,Site,Fish length (cm),Fish weight (gram),W/L^3,Sex (M/F),Maturity,Codelake,d2H water,Sample#,Lipid % CN,Lipid % H,Lipid % AVG,Lipid (Mc2),MC2 difference  d13C,MC2 d13C,Fry difference d13C,Fry difference d2H,Fry Modelled d2H,Residuals,d13C,d15N,%C,%N,C/N,d2H
M,Perch,Shore,19.8,109.6,0.014119359,F,M,ERA,-70.56410441,34,3.135542766,2.927491276,3.031517021,2.61392673,0.584960602,-27.46865875,0.573984056,9.649491957,-100.500201,10.12118958,6.372554612,10.05721103,-22.09229995,12.20669387,-43.4161161,79.21859688
M,Vendace,Profundal,21.9,84.7,0.00806401,F,M,HAM,-69.84390886,4,4.091717731,4.568817818,4.330267775,3.352201181,0.653928837,-31.06923734,0.641008814,10.7762739,-111.2362969,1.942924622,8.311266212,8.188303704,-24.00658181,15.24442487,144.047569,80.38370705
M,Roach,Pelagic,15.9,35.1,0.008732041,F,M,HAM,-69.84390886,17,3.871614845,3.91105817,3.891336507,3.526448576,0.670155579,-27.36009094,0.656783412,11.04146742,-105.8630139,-0.821622922,5.059031146,4.844143041,-25.32615836,14.74853083,-4841.687068,91.67409536
M,Perch,Profundal,21.3,115,0.011900331,F,M,HAM,-69.84390886,26,3.810463968,3.308036583,3.559250276,3.690399339,0.685405687,-29.46322709,0.671610365,11.29072969,-90.77392211,-3.381952525,7.606854025,7.117628766,-20.170466,13.6741758,-50.17534355,103.0245228
M,Smelt,Pelagic,12.5,11.7,0.0059904,M,M,HII,-69.77996968,8,4.287118977,3.832116788,4.059617883,4.042156971,0.718066935,-27.59392797,0.703371133,11.82467356,-123.8059557,19.91275332,6.807583826,14.78595775,-30.39380119,10.22057447,-63.01182124,102.2158753
M,Vendace,Pelagic,16.6,52.7,0.011520899,F,M,HII,-69.77996968,19,6.680161943,5.45378851,6.066975226,8.863948565,1.157949071,-27.33334799,1.131896443,19.0287962,-114.6864713,-2.151879126,6.655893996,14.59906547,-20.82903994,13.81548108,-104.8365996,109.7217351
M,Ruffe,Shore,12.3,25.8,0.013864505,F,M,HII,-69.77996968,27,4.57964232,1.800720288,3.190181304,5.215737688,0.82646694,-30.02013881,0.808839152,13.59774163,-105.1004101,18.16415241,6.525526418,15.7061713,-27.01655069,12.08581641,-67.44611762,122.1658781
M,Roach,Pelagic,20.1,87.3,0.010750436,F,M,HII,-69.77996968,38,3.562898089,1.333864225,2.448381157,3.430420855,0.661215432,-26.64312437,0.648092133,10.89535461,-109.4476822,-1.24188198,6.446085216,2.301744165,-31.9885643,9.742710185,-64.31334934,61.4081725
M,Perch,Pelagic,18.9,79.5,0.011775564,F,M,HII,-69.77996968,46,3.62,,3.62,3.112875961,0.631609968,-26.81768765,0.619315025,10.4115703,-113.650235,,7.724694056,12.23477257,-33.58598905,12.89191837,-58.67397603,
M,Roach,Shore,18.1,60.7,0.010236535,F,M,HIR,-85.84591284,7,3.1,3.428343632,3.264171816,1.81679355,0.510098013,-29.65864832,0.501270851,8.427079099,-118.6936481,17.16263631,,,,,,126.62101
M,Perch,Shore,28.4,328.8,0.014354127,F,M,HIR,-85.84591284,12,2.900854361,2.971252171,2.936053266,1.902400759,0.518157596,-30.7948443,0.509097045,8.558648611,-93.36542403,2.926962515,7.791907396,12.1539336,-14.85364209,14.39167151,-53.46447767,120.4293279
M,Ruffe,Shore,14.7,37.6,0.011836842,F,M,HIR,-85.84591284,19,3.684103399,4.040609137,3.862356268,4.28851086,0.740894312,-33.13723264,0.725573842,12.19793282,-106.0241984,5.478927405,6.432237079,13.86572788,-27.93608522,11.71868357,-57.40177452,121.7443573
M,Pike,Shore,33.3,201,0.005443314,M(?),I,HIR,-85.84591284,24,2.46,3.101376236,2.780688118,1.748102902,0.503627602,-30.47786302,0.494988156,8.321458032,-102.4354572,3.97302644,6.723860487,10.47237586,-33.52614285,12.42673733,-50.58440039,115.1951556
M,Bleak,Pelagic,13.6,17.8,0.007076252,F,M,JOR,-76.85762,2,4.876604146,5.167906696,5.022255421,7.250665621,1.012377396,-28.44100834,0.989924039,16.64203727,-116.1971912,3.882824562,6.548406854,3.670822538,-19.71085924,14.46266172,-146.4585959,102.6920047
M,Vendace,Pelagic,17.4,48.5,0.009206488,F,M,JOR,-76.85762,10,9.58,10.1443299,9.862164948,7.00579564,0.99014235,-30.51056592,0.968252624,16.27770983,-121.2667336,2.762316822,7.703187384,11.06866797,-41.00756853,7.689193517,-390.089228,98.37156703
M,Roach,Pelagic,14,25.8,0.009402332,F,I,JOR,-76.85762,14,3.972436157,4.060812162,4.01662416,5.568686096,0.858897588,-29.39196346,0.840409548,14.12848508,-122.6204699,2.582050941,6.810857797,10.58399021,-24.26096116,14.34648673,-114.1962931,113.6699925
M,Perch,Pelagic,15.7,38.5,0.009948595,F,M,JOR,-76.85762,21,3.801051355,3.824167159,3.812609257,2.541517676,0.578177342,-28.20367341,0.567393844,9.538701084,-114.6725788,2.878935241,7.26327998,9.474199963,-20.59513702,13.78095657,-81.75519935,124.8746805
M,Perch,Shore,20.4,124.5,0.014664891,M,I,JOR,-76.85762,27,3.371693923,3.535651149,3.453672536,3.304443917,0.649478053,-30.35665907,0.636682389,10.7035405,-115.5126324,-0.433710522,6.276782667,8.302856507,-25.60934513,12.69069133,-79.80666973,108.4669974
M,Pike,Shore,43.3,470.1,0.00579064,F,M,JOR,-76.85762,38,2.46,2.614244545,2.537122273,0.459286239,0.381652413,-29.34727225,0.376609503,6.33134376,,,7.48787643,12.90363417,-37.67942844,10.48535355,-47.92555044,118.5832784
M,Roach,Profundal,15.3,31.3,0.008739167,M,M,PAN,-72.34988051,2,3.18,3.669037814,3.424518907,2.635556612,0.586986225,-29.57602901,0.575952097,9.682577539,-105.9760262,6.241401773,6.99755715,9.353426402,-38.10172651,9.909532278,-40.43972699,83.5705449
M,Bleak,Pelagic,14.5,18.9,0.006199516,M,M,PAN,-72.34988051,6,4.44,6.345127496,5.392563748,3.129867029,0.633195727,-27.9238585,0.62085625,10.4374805,-110.6002205,13.47420644,7.423081291,6.26022315,-73.738442,-0.826806954,-98.49338655,126.3007048
M,Perch,Pelagic,14.2,27.5,0.009604343,F,I,PAN,-72.34988051,11,3.77016129,3.969218307,3.869689799,2.407466645,0.565610521,-29.8247017,0.555185567,9.333462504,-113.0022392,18.14662045,6.417938601,7.76400533,-18.05464505,13.27740017,-54.19559598,127.6488348
M,Perch,Shore,18.7,88.2,0.013487882,F,M,PAN,-72.34988051,18,3.242388296,2.585663233,2.914025764,2.294894941,0.555048317,-29.49193646,0.544925615,9.160978056,-102.1873222,-5.526205774,6.562803819,12.80950313,-20.1261382,13.16997994,-49.87714133,85.7771446
M,Bleak,Pelagic,15.7,36,0.009302583,F,M,PUS,-68.19082365,8,6.92,10.35689293,8.638446466,5.365065941,0.840197516,-27.96792652,0.82220456,13.82243322,-113.5981041,-3.022039887,6.972328363,11.1632586,-29.85932899,13.03099143,-176.2276372,110.9165171
M,Roach,Pelagic,12.5,20.2,0.0103424,M,M,PUS,-68.19082365,19,4.48,5.13665439,4.808327195,5.651689325,0.866512974,-26.40413494,0.84782406,14.25313363,-123.5399681,7.050198774,6.584792353,8.884312161,-26.55264827,12.80528341,-64.20285408,90.79371802
M,Perch,Pelagic,13.9,33.7,0.012548318,F,I,PUS,-68.19082365,35,3.92,4.168386298,4.044193149,3.772523578,0.693038122,-28.73272298,0.679031665,11.41549234,-117.6030998,-0.708561898,6.523499748,9.887764112,-26.10171928,13.05143412,-62.61343363,83.43572708
M,Roach,Pelagic,13.2,25.3,0.011000153,M,M,PYH,,5,4.04,3.853639548,3.946819774,3.753448171,0.691265683,-22.73158578,0.677308218,11.38651873,-141.8542112,11.34517055,7.05263207,6.230543693,-23.98162433,12.78812305,-39.33489821,97.5031876
M,Perch,Shore,26.9,250,0.012843493,F,M,PYH,,12,2.72,3.608617594,3.164308797,2.194467331,0.545618609,-23.15499931,0.535766449,9.006999394,-118.1442999,8.821137078,7.485484594,12.85857278,-23.58515334,13.3063337,-54.64566318,137.4714898
M,Perch,Shore,13.4,25.2,0.010473363,F,M,SUV,-69.64409447,13,4.243979471,4.261363636,4.252671554,5.000812885,0.806680179,-28.12427028,0.789581083,13.27398597,-104.4475989,0.442981675,7.176002163,1.694379337,-35.45815507,10.92985536,280.7106036,116.6578081
M,Perch,Shore,24.1,155.6,0.011116254,F,M,SUV,-69.64409447,23,3.559288142,3.465249065,3.512268604,3.018207621,0.622771269,-28.38922434,0.610724888,10.26715783,-96.83479123,-1.00130191,7.679253006,8.304729104,-28.58963786,11.98025757,-69.90666441,124.4614814
M,Roach,Profundal,15.4,40.3,0.011034252,F,M,TOT,-68.13443436,5,2.959163543,2.465423933,2.712293738,2.981574986,0.619349519,-27.47429701,0.607399519,10.21125363,-124.2172547,-1.690309488,5.768345818,13.45048774,-25.92364052,13.05202588,-62.29936612,102.0715312
M,Perch,Profundal,13.4,28.2,0.011720192,?,?,TOT,-68.13443436,16,3.286197969,1.760064738,2.523131353,2.385389772,0.563539774,-28.18954679,0.553174012,9.299645395,-109.5449356,-8.826666946,5.036590755,12.89792548,-16.28259409,13.99650976,-58.20955619,55.47943256
M,Perch,Pelagic,16.2,52.5,0.012348502,F,M,TOT,-68.13443436,31,2.681992337,2.480953311,2.581472824,1.835900587,0.511897279,-27.04241092,0.503017973,8.456450718,-112.933671,7.630806581,,,,,,124.2362944
M,Bleak,Shore,17.4,37.7,0.007156383,F,M,VES,-69.27396827,2,3.450363196,2.822739834,3.136551515,2.907040996,0.612384841,-25.28717639,0.600631286,10.09746996,-118.8417387,-3.012038694,5.551785479,6.502281592,-18.56008165,13.47744256,-46.52916222,85.77091091
M,Vendace,Pelagic,19.4,58.1,0.007957395,M,M,VES,-69.27396827,9,5.429955591,4.142368791,4.786162191,4.545274213,0.764645182,-25.79881123,0.74867887,12.58636134,-121.7429004,6.69345196,6.114966046,1.954837788,-13.41117606,14.03833277,-75.37009882,85.14580724
M,Smelt,Pelagic,17.9,30.2,0.0052656,M,M,VES,-69.27396827,16,3.889437315,4.680504681,4.284970998,2.878182574,0.609687262,-24.97195501,0.598009891,10.05340056,-108.4091578,0.463018857,6.465962318,13.54847601,-18.9293678,13.77646882,-59.99952565,93.06760254
M,Roach,Shore,19.3,66.7,0.00927799,M,M,VES,-69.27396827,20,3.261937512,2.644719808,2.95332866,2.138496938,0.540360395,-25.89332897,0.53065938,8.921142266,-123.4015136,-1.992893372,6.045524828,12.27451778,-32.00297508,8.077436802,-44.66734718,110.8829263
M,Perch,Shore,27,240.8,0.012233907,F,M,VES,-69.27396827,34,2.047020673,2.409867173,2.228443923,2.384399893,0.563446919,-25.33038391,0.553083812,9.298129001,-112.1187843,2.894810689,6.361824109,16.54227343,-17.06619954,14.53308065,5781.075552,89.61125588
WF,Roach,Shore,17.3,47.1,0.009096673,F,M,ALA,-81.69802032,1,15.45328308,15.04562221,15.24945264,23.28191261,2.391710727,-28.65130407,2.341512621,39.36417218,-110.6246805,-3.390442332,6.326954194,1.97899102,-27.76997438,11.54508381,78.47759301,154.5583143
WF,Perch,Shore,18.3,62.1,0.010133007,F,I,ALA,-81.69802032,6,3.386138614,3.771721959,3.578930286,6.574268765,0.950867927,-27.61554268,0.929982734,15.6343383,-78.58835984,10.1688049,7.824444509,1.232727487,-30.63311796,11.55869867,4585.58711,125.4707226
WF,Bleak,Pelagic,15.9,29.1,0.007239384,M,M,ALA,-81.69802032,21,16.82389937,14.65302047,15.73845992,31.00562447,3.006619432,-25.83497177,2.948667717,49.5713167,-95.32564696,11.74264357,5.365151606,4.03168722,-25.46484172,12.07869991,61.68026052,189.3205612
WF,Vendace,Shore,14.9,32.1,0.009703898,F,M,ALJ,-79.50001648,2,21.21811351,23.92302646,22.57056998,28.94267992,2.845324659,-29.41518272,2.789129475,46.88925095,-109.6910546,14.79385297,7.129704502,4.821591893,-18.15657432,12.84393966,-249.3289813,137.1098076
WF,Bleak,Shore,18.9,49.1,0.007272707,F,M,ALJ,-79.50001648,8,17.82158098,24.16687866,20.99422982,30.21846377,2.945321478,-26.89166397,2.888014029,48.55164157,-126.0775275,16.41216723,7.236569936,1.52406106,-38.71831998,7.435152837,-447.3092235,180.4736718
WF,Roach,Shore,19.5,91.4,0.012326573,F,M,ALJ,-79.50001648,15,8.430404738,8.562325767,8.496365253,18.00271558,1.953499455,-27.38025714,1.910569962,32.11941045,-92.93585207,-3.730660993,6.477224743,4.820919296,-28.42021325,13.39484334,80.36622219,146.4418315
WF,Perch,Shore,12.5,22.2,0.0113664,F,I,ALJ,-79.50001648,24,8.573702009,7.241292909,7.907497459,14.25806568,1.633355969,-28.43671763,1.596648876,26.84194853,-98.94566089,8.641747543,8.100500976,7.407542233,-34.81685905,8.990591171,-98.92603428,110.9115291
WF,Bleak,Shore,14,21.1,0.007689504,F,M,ERA,-70.56410441,3,21.63869694,3.091344236,12.36502059,35.1093176,3.321330943,-26.82314823,3.260521734,54.81402824,-103.1920575,30.12024659,6.697782956,7.066932641,-33.74487977,6.57195033,-213.3444404,108.0158596
WF,Roach,Pelagic,13.1,22.7,0.010097456,F,M,ERA,-70.56410441,11,13.67218282,2.057445508,7.864814165,20.67140512,2.176899395,-27.42867822,2.130083688,35.80974977,-106.3730957,-3.938944473,6.555015668,14.64353451,-27.25383161,12.39000364,-162.8750779,73.35169273
WF,Perch,Pelagic,15.6,45.1,0.011879625,F,M,ERA,-70.56410441,16,9.824422963,4.48465775,7.154540356,14.05678148,1.615921913,-26.98277097,1.579575721,26.5549244,-98.29727458,5.677178137,,,,,,86.56227152
WF,Perch,Shore,19.8,109.6,0.014119359,F,M,ERA,-70.56410441,34,8.866995074,8.6521181,8.759556587,12.81961697,1.508251883,-26.93324777,1.474184927,24.7831546,-88.35667985,17.08656408,5.93499147,3.817924117,-25.62604729,8.745184624,-41.30376397,129.1500374
WF,Vendace,Profundal,21.9,84.7,0.00806401,F,M,HAM,-69.84390886,4,18.83827332,16.43005868,17.634166,26.55474974,2.655970093,-31.18726914,2.602088915,43.74483192,-101.9062051,-7.404521246,7.954178193,3.714742667,-15.73515754,14.78044246,137.5107415,125.9706404
WF,Roach,Pelagic,15.9,35.1,0.008732041,F,M,HAM,-69.84390886,17,8.265770219,7.708947886,7.987359053,11.84216138,1.422553829,-27.25521396,1.390362912,23.37398679,-89.3706398,-1.328894778,5.692179751,-2.843793862,-38.01434752,8.623814377,100.1433296,142.4004044
WF,Perch,Profundal,21.3,115,0.011900331,F,M,HAM,-69.84390886,26,11.03434662,8.266079726,9.650213175,18.82177767,2.022479036,-29.16095993,1.978309542,33.25820956,-84.72924032,10.9245317,8.133363707,3.832257405,-36.19537397,8.65950201,-117.2616744,153.0754535
WF,Smelt,Pelagic,12.5,11.7,0.0059904,M,M,HII,-69.77996968,8,7.65802269,6.564280406,7.111151548,11.79626611,1.418516197,-27.50106429,1.386415022,23.30761711,-119.1790398,10.6474459,6.716873994,14.50675968,-42.53876491,6.941392523,-80.11412083,118.7532516
WF,Vendace,Pelagic,16.6,52.7,0.011520899,F,M,HII,-69.77996968,19,25.31568228,25.41784241,25.36676235,37.56935548,3.506175571,-27.07627289,3.444040132,57.89923467,-116.9388016,,8.234406692,2.673596074,-39.33973997,6.386885185,-187.4830362,166.2179079
WF,Ruffe,Shore,12.3,25.8,0.013864505,F,M,HII,-69.77996968,27,24.9800638,3.216019417,14.09804161,50.82412535,4.455795579,-31.05627653,4.390977712,73.81860817,-116.4837633,21.9039763,8.782117463,16.09206022,-29.69946034,8.578587359,-327.3693542,129.7900781
WF,Roach,Pelagic,20.1,87.3,0.010750436,F,M,HII,-69.77996968,38,16.88950059,2.531137003,9.710318796,28.95198951,2.846057276,-26.32574157,2.789853668,46.90142566,-93.68603916,-9.535825942,5.711996397,6.63289781,-34.36466956,8.736057711,-215.729753,76.72931742
WF,Perch,Pelagic,18.9,79.5,0.011775564,F,M,HII,-69.77996968,46,13.38,,13.38,18.26136264,1.975322123,-26.82738757,1.931996472,32.47962069,,,7.773177539,2.849478233,-32.25364758,10.20572975,-68.15864424,
WF,Roach,Shore,18.1,60.7,0.010236535,F,M,HIR,-85.84591284,7,8.8,11.99706044,10.39853022,13.96432796,1.607906316,-29.07899799,1.571726816,26.42297311,-97.12078743,3.140016008,,-2.426955679,-62.95425907,-0.384196721,-163.8594389,147.5629347
WF,Perch,Shore,28.4,328.8,0.014354127,F,M,HIR,-85.84591284,12,12.82569178,14.70994475,13.76781827,21.33169632,2.231576566,-31.02026345,2.183866917,36.71392269,-89.3767806,2.760448324,8.775652557,7.883705703,-29.47878576,12.2028935,-230.0966477,155.6686049
WF,Ruffe,Shore,14.7,37.6,0.011836842,F,M,HIR,-85.84591284,19,13.22053905,15.17834556,14.19944231,28.57900441,2.816671435,-32.85742499,2.760808952,46.41314249,-90.92207182,17.73726771,8.449738772,1.347476917,-40.02283665,7.543244108,-242.4570272,161.3614518
WF,Pike,Shore,33.3,201,0.005443314,M(?),I,HIR,-85.84591284,24,3.36,4.208289054,3.784144527,4.828998382,0.790841347,-30.12095347,0.774167547,13.01486243,-88.53144951,11.79594905,7.367329723,9.191116394,-47.27137421,9.34581738,-98.11964274,126.5330964
WF,Bleak,Pelagic,13.6,17.8,0.007076252,F,M,JOR,-76.85762,2,25.69567792,23.60506529,24.65037161,31.02860521,3.008404435,-28.11786297,2.950434386,49.60101694,-104.327562,2.287281253,6.443190593,1.433046164,-17.26201049,12.35387444,159.250719,97.86666818
WF,Vendace,Pelagic,17.4,48.5,0.009206488,F,M,JOR,-76.85762,10,18.4,20.38257173,19.39128587,19.28164726,2.061046505,-30.36445158,2.016199297,33.89519047,-113.2725881,9.847859209,7.947269849,5.058868345,-23.78855009,11.12206635,23764.76497,149.1925809
WF,Roach,Pelagic,14,25.8,0.009402332,F,I,JOR,-76.85762,14,13.59164826,14.22932702,13.91048764,25.16858161,2.544722871,-29.19483944,2.492327831,41.89959131,-102.2742885,4.05526866,7.989815564,9.811863231,-32.52270714,9.522779889,413.3417363,119.1218456
WF,Perch,Pelagic,15.7,38.5,0.009948595,F,M,JOR,-76.85762,21,8.579522461,9.155766944,8.867644702,14.2171381,1.629812949,-27.8950203,1.593179016,26.78361523,-97.53069035,2.950337337,8.977148567,3.914708265,-40.26185884,5.135060075,-72.05272223,108.8950972
WF,Perch,Shore,20.4,124.5,0.014664891,M,I,JOR,-76.85762,27,15.12997563,14.9970006,15.06348811,21.5326987,2.248174639,-29.98349768,2.200198078,36.98847282,-98.24566931,-5.260090412,6.487511179,1.368079963,-23.93877478,10.32305121,-84.35060437,105.7490664
WF,Pike,Shore,43.3,470.1,0.00579064,F,M,JOR,-76.85762,38,5.56,5.677749361,5.61887468,3.76372066,0.692220206,-28.74711205,0.678236354,11.40212202,-102.8692174,34.88550168,8.378895019,11.88109966,-36.42972192,10.97138615,-167.1963746,150.2505199
WF,Roach,Profundal,15.3,31.3,0.008739167,M,M,PAN,-72.34988051,2,5.02,5.024038462,5.022019231,9.382155113,1.204372224,-29.28227535,1.177204936,19.7904967,-87.10346617,5.156767483,8.189107115,8.853859967,-45.23480001,8.356605927,-114.9079093,127.9965166
WF,Bleak,Pelagic,14.5,18.9,0.006199516,M,M,PAN,-72.34988051,6,11.94,11.46290733,11.70145366,18.6777168,2.010373342,-26.86938871,1.966418877,33.0583105,-91.29637222,23.00635998,6.644418564,8.009011981,-48.4552552,6.963724105,741.1037505,194.7646929
WF,Perch,Pelagic,14.2,27.5,0.009604343,F,I,PAN,-72.34988051,11,4.804985927,5.57855742,5.191771673,8.062731632,1.08585168,-29.15174242,1.061561968,17.8463732,-101.0554753,3.955113951,7.393988669,2.200706651,-32.64437434,10.5891175,-79.50702255,100.3001638
WF,Perch,Shore,18.7,88.2,0.013487882,F,M,PAN,-72.34988051,18,7.770800628,6.104218362,6.937509495,11.79723897,1.418601798,-28.79055305,1.386498719,23.30902417,-90.66704937,18.06374184,6.374732532,8.628778743,-29.80545368,8.454349193,-59.93595058,137.2300743
WF,Bleak,Pelagic,15.7,36,0.009302583,F,M,PUS,-68.19082365,8,21.96,22.95311407,22.45655703,31.44254675,3.040512755,-28.05869557,2.982217069,50.13532924,-102.3105212,-11.492444,7.001703434,2.725405124,-23.94388579,11.92351185,-622.3822893,141.9362996
WF,Roach,Pelagic,12.5,20.2,0.0103424,M,M,PUS,-68.19082365,19,20.3,21.67536664,20.98768332,32.36583914,3.111830162,-26.22839633,3.052839241,51.32258883,-115.7010028,0.881758064,5.505957189,2.480805106,-25.24404488,11.7879938,-111.0403889,138.274253
WF,Perch,Pelagic,13.9,33.7,0.012548318,F,I,PUS,-68.19082365,35,15.12,16.1835245,15.65176225,24.74088157,2.510197991,-28.74414944,2.458283199,41.32725242,-91.99326199,-19.0808752,8.232039396,3.108311509,-53.88536247,3.441169711,-144.051878,127.6420529
WF,Roach,Pelagic,13.2,25.3,0.011000153,M,M,PYH,,5,21,3.659686852,12.32984343,30.82701049,2.992736996,-23.14138851,2.934928689,49.34034402,-132.7458688,23.48703599,6.927175819,2.77892282,-34.62202859,10.38685839,-322.6427094,136.1404691
WF,Perch,Shore,26.9,250,0.012843493,F,M,PYH,,12,10.46,13.29199767,11.87599884,18.94071404,2.032464881,-23.20608629,1.988118841,33.42311789,-109.3443697,8.687862905,7.071927707,5.371642759,-37.47973735,10.51051749,-325.4409043,177.8299938
WF,Perch,Shore,13.4,25.2,0.010473363,F,M,SUV,-69.64409447,13,11.29898548,10.05301794,10.67600171,15.95037966,1.779018079,-28.11499104,1.739384589,29.24153978,-95.2510375,-9.327070469,6.550040238,0.989600805,-21.95546475,12.81705846,147.5273736,88.70358923
WF,Perch,Shore,24.1,155.6,0.011116254,F,M,SUV,-69.64409447,23,13.74465486,15.47192354,14.6082892,21.82141975,2.271978405,-28.68975177,2.22362268,37.38227385,-82.03113593,2.548378945,8.559111893,2.421258026,-58.33004495,1.284950948,-105.1231447,107.9339311
WF,Roach,Profundal,15.4,40.3,0.011034252,F,M,TOT,-68.13443436,5,18.37751644,18.28984157,18.333679,27.77815555,2.753340819,-27.22738575,2.698235777,45.36119804,-107.9172123,2.047741269,5.890864252,2.706226907,-22.4971116,12.84462903,-161.6151778,130.3485787
WF,Perch,Profundal,13.4,28.2,0.011720192,?,?,TOT,-68.13443436,16,5.036539601,1.46351243,3.250026015,7.115037906,1.000066502,-27.19969846,0.977924757,16.44031221,-89.70015282,-6.962661592,5.085788472,5.460850809,-33.61817699,9.812109846,-58.34201066,108.7598031
WF,Perch,Pelagic,16.2,52.5,0.012348502,F,M,TOT,-68.13443436,31,3.412901953,3.758305648,3.5856038,5.810296433,0.881052864,-26.69740531,0.86198162,14.49114244,-98.48074387,15.85736746,6.122787562,11.25038354,-34.37900855,9.292750515,-58.88988407,121.6629378
WF,Bleak,Shore,17.4,37.7,0.007156383,F,M,VES,-69.27396827,2,13.91391391,5.684689237,9.799301575,8.545994117,1.129384769,-24.82036355,1.104025966,18.56025366,-106.7963187,20.15501566,5.494407265,6.238522519,-27.60040794,10.7713707,-54.11841071,136.6336064
WF,Vendace,Pelagic,19.4,58.1,0.007957395,M,M,VES,-69.27396827,9,16.45544156,14.56163605,15.50853881,20.87083081,2.19343809,-25.39307077,2.146349609,36.08320314,-108.3100629,19.64195378,6.499700763,8.237030342,-21.64142288,12.83822238,-160.1041835,138.6889086
WF,Smelt,Pelagic,17.9,30.2,0.0052656,M,M,VES,-69.27396827,16,7.760891591,6.630097782,7.195494686,9.897923865,1.250416077,-24.4702301,1.222159089,20.54624022,-98.60138494,28.10113726,6.740108257,16.52410389,-35.13860965,9.689098668,-79.20109335,153.3600196
WF,Roach,Shore,19.3,66.7,0.00927799,M,M,VES,-69.27396827,20,7.266435986,5.683355886,6.474895936,11.32702507,1.377163479,-25.56050414,1.345988428,22.62798831,-100.9116006,11.57067979,6.10319017,9.476468959,-27.54462833,10.98888323,-81.36149672,107.2090832
WF,Perch,Shore,27,240.8,0.012233907,F,M,VES,-69.27396827,34,17.25898292,14.90996399,16.08447345,25.93365623,2.606245965,-25.30758823,2.553017471,42.91987085,-94.72443091,12.32128793,6.533393054,0.053851323,-21.35123551,11.38045913,-90.08318073,153.3235024
